Iter 10, task chunking, loss 3.400405168533325
Iter 39320, task chunking, loss 0.13142025470733643
Iter 39330, task chunking, loss 0.13585667312145233
Iter 39340, task chunking, loss 0.12976886332035065
Iter 39350, task chunking, loss 0.14231710135936737
Iter 39360, task chunking, loss 0.14350828528404236
Iter 39370, task chunking, loss 0.15097907185554504
Iter 39380, task chunking, loss 0.13603611290454865
Iter 39390, task chunking, loss 0.1308305710554123
Iter 39400, task chunking, loss 0.12736287713050842
Iter 39410, task chunking, loss 0.1405877321958542
Iter 39420, task chunking, loss 0.1437561810016632
Iter 39430, task chunking, loss 0.16553066670894623
Iter 39440, task chunking, loss 0.13096006214618683
Iter 39450, task chunking, loss 0.130715474486351
Iter 39460, task chunking, loss 0.155013769865036
Iter 39470, task chunking, loss 0.1486206352710724
Iter 39480, task chunking, loss 0.1412302553653717
Iter 39490, task chunking, loss 0.14292463660240173
Iter 39500, task chunking, loss 0.15712971985340118
Iter 39510, task chunking, loss 0.13895021378993988
Iter 39520, task chunking, loss 0.14864477515220642
Iter 39530, task chunking, loss 0.1333654820919037
Iter 39540, task chunking, loss 0.15446507930755615
Iter 39550, task chunking, loss 0.14765982329845428
Iter 39560, task chunking, loss 0.14392562210559845
Iter 39570, task chunking, loss 0.1317232996225357
Iter 39580, task chunking, loss 0.13508683443069458
Iter 39590, task chunking, loss 0.1331108957529068
Iter 39600, task chunking, loss 0.13790270686149597
Iter 39610, task chunking, loss 0.15836425125598907
Iter 39620, task chunking, loss 0.13505759835243225
Iter 39630, task chunking, loss 0.14680711925029755
Iter 39640, task chunking, loss 0.14074604213237762
Iter 39650, task chunking, loss 0.13165277242660522
Iter 39660, task chunking, loss 0.14006493985652924
Iter 39670, task chunking, loss 0.13313861191272736
Iter 39680, task chunking, loss 0.13923022150993347
Iter 39690, task chunking, loss 0.14139945805072784
Iter 39700, task chunking, loss 0.12920142710208893
Iter 39710, task chunking, loss 0.13871215283870697
Iter 39720, task chunking, loss 0.138917475938797
Iter 39730, task chunking, loss 0.13640540838241577
Iter 39740, task chunking, loss 0.15020373463630676
Iter 39750, task chunking, loss 0.14543557167053223
Iter 39760, task chunking, loss 0.13527929782867432
Iter 39770, task chunking, loss 0.13678720593452454
Iter 39780, task chunking, loss 0.13286419212818146
Iter 39790, task chunking, loss 0.14855234324932098
Iter 39800, task chunking, loss 0.14421050250530243
Iter 39810, task chunking, loss 0.13464787602424622
Iter 39820, task chunking, loss 0.13789662718772888
Iter 39830, task chunking, loss 0.13980984687805176
Iter 39840, task chunking, loss 0.12229259312152863
Iter 39850, task chunking, loss 0.14015507698059082
Iter 39860, task chunking, loss 0.1323348432779312
Iter 39870, task chunking, loss 0.1255260854959488
Iter 39880, task chunking, loss 0.13760823011398315
Iter 39890, task chunking, loss 0.14670142531394958
Iter 39900, task chunking, loss 0.13138379156589508
Iter 39910, task chunking, loss 0.14209291338920593
Iter 39920, task chunking, loss 0.13746300339698792
Iter 39930, task chunking, loss 0.12972012162208557
Iter 39940, task chunking, loss 0.14930826425552368
Iter 39950, task chunking, loss 0.12989404797554016
Iter 39960, task chunking, loss 0.1325681209564209
Iter 39970, task chunking, loss 0.142617866396904
Iter 39980, task chunking, loss 0.14793089032173157
Iter 39990, task chunking, loss 0.13933289051055908
Iter 40000, task chunking, loss 0.13914218544960022
Iter 40010, task chunking, loss 0.13272514939308167
Iter 40020, task chunking, loss 0.12797877192497253
Iter 40030, task chunking, loss 0.14108654856681824
Iter 40040, task chunking, loss 0.12776729464530945
Iter 40050, task chunking, loss 0.1274162083864212
Iter 40060, task chunking, loss 0.13548746705055237
Iter 40070, task chunking, loss 0.15561862289905548
Iter 40080, task chunking, loss 0.13259203732013702
Iter 40090, task chunking, loss 0.12219065427780151
Iter 40100, task chunking, loss 0.13903352618217468
Iter 40110, task chunking, loss 0.12435001134872437
Iter 40120, task chunking, loss 0.1308562308549881
Iter 40130, task chunking, loss 0.13328322768211365
Iter 40140, task chunking, loss 0.1354103982448578
Iter 40150, task chunking, loss 0.14825330674648285
Iter 40160, task chunking, loss 0.12415976822376251
Iter 40170, task chunking, loss 0.1435147076845169
Iter 40180, task chunking, loss 0.14297036826610565
Iter 40190, task chunking, loss 0.13059018552303314
Iter 40200, task chunking, loss 0.14211684465408325
Iter 40210, task chunking, loss 0.1410561501979828
Iter 40220, task chunking, loss 0.13909700512886047
Iter 40230, task chunking, loss 0.14041852951049805
Iter 40240, task chunking, loss 0.1367197185754776
Iter 40250, task chunking, loss 0.1404748558998108
Iter 40260, task chunking, loss 0.13418784737586975
Iter 40270, task chunking, loss 0.13240782916545868
Iter 40280, task chunking, loss 0.12686192989349365
Iter 40290, task chunking, loss 0.14339666068553925
Iter 40300, task chunking, loss 0.14050346612930298
Iter 40310, task chunking, loss 0.1408984363079071
Iter 40320, task chunking, loss 0.1291898936033249
Iter 40330, task chunking, loss 0.14610660076141357
Iter 40340, task chunking, loss 0.1368589699268341
Iter 40350, task chunking, loss 0.1391054093837738
Iter 40360, task chunking, loss 0.1432095170021057
Iter 40370, task chunking, loss 0.13859069347381592
Iter 40380, task chunking, loss 0.13611367344856262
Iter 40390, task chunking, loss 0.1362506002187729
Iter 40400, task chunking, loss 0.13613443076610565
Iter 40410, task chunking, loss 0.14550425112247467
Iter 40420, task chunking, loss 0.14248624444007874
Iter 40430, task chunking, loss 0.12929712235927582
Iter 40440, task chunking, loss 0.13212500512599945
Iter 40450, task chunking, loss 0.14834067225456238
Iter 40460, task chunking, loss 0.14742977917194366
Iter 40470, task chunking, loss 0.13914860785007477
Iter 40480, task chunking, loss 0.14538410305976868
Iter 40490, task chunking, loss 0.1343265175819397
Iter 40500, task chunking, loss 0.14318616688251495
Iter 40510, task chunking, loss 0.1427142471075058
Iter 40520, task chunking, loss 0.13626603782176971
Iter 40530, task chunking, loss 0.12126386165618896
Iter 40540, task chunking, loss 0.13459882140159607
Iter 40550, task chunking, loss 0.1420150250196457
Iter 40560, task chunking, loss 0.1355210840702057
Iter 40570, task chunking, loss 0.13097494840621948
Iter 40580, task chunking, loss 0.1227213591337204
Iter 40590, task chunking, loss 0.1305604875087738
Iter 40600, task chunking, loss 0.14543387293815613
Iter 40610, task chunking, loss 0.1328241229057312
Iter 40620, task chunking, loss 0.1325916349887848
Iter 40630, task chunking, loss 0.12904171645641327
Iter 40640, task chunking, loss 0.12824773788452148
Iter 40650, task chunking, loss 0.12702640891075134
Iter 40660, task chunking, loss 0.13514569401741028
Iter 40670, task chunking, loss 0.1540599763393402
Iter 40680, task chunking, loss 0.12788143754005432
Iter 40690, task chunking, loss 0.12772609293460846
Iter 40700, task chunking, loss 0.1333119124174118
Iter 40710, task chunking, loss 0.14401626586914062
Iter 40720, task chunking, loss 0.13352125883102417
Iter 40730, task chunking, loss 0.1359289586544037
Iter 40740, task chunking, loss 0.13155880570411682
Iter 40750, task chunking, loss 0.14046575129032135
Iter 40760, task chunking, loss 0.13013111054897308
Iter 40770, task chunking, loss 0.12883906066417694
Iter 40780, task chunking, loss 0.13154348731040955
Iter 40790, task chunking, loss 0.16295143961906433
Iter 40800, task chunking, loss 0.13934296369552612
Iter 40810, task chunking, loss 0.12906762957572937
Iter 40820, task chunking, loss 0.13190560042858124
Iter 40830, task chunking, loss 0.14553454518318176
Iter 40840, task chunking, loss 0.13285329937934875
Iter 40850, task chunking, loss 0.12955650687217712
Iter 40860, task chunking, loss 0.1448541134595871
Iter 40870, task chunking, loss 0.14047850668430328
Iter 40880, task chunking, loss 0.13767315447330475
Iter 40890, task chunking, loss 0.12989488244056702
Iter 40900, task chunking, loss 0.12557777762413025
Iter 40910, task chunking, loss 0.1353394091129303
Iter 40920, task chunking, loss 0.13671746850013733
Iter 40930, task chunking, loss 0.13265474140644073
Iter 40940, task chunking, loss 0.143795907497406
Iter 40950, task chunking, loss 0.13135972619056702
Iter 40960, task chunking, loss 0.13018007576465607
Iter 40970, task chunking, loss 0.13255496323108673
Iter 40980, task chunking, loss 0.1482243835926056
Iter 40990, task chunking, loss 0.13344362378120422
Iter 41000, task chunking, loss 0.13578689098358154
Iter 41010, task chunking, loss 0.1333339512348175
Iter 41020, task chunking, loss 0.12191250175237656
Iter 41030, task chunking, loss 0.13893422484397888
Iter 41040, task chunking, loss 0.13372860848903656
Iter 41050, task chunking, loss 0.13601432740688324
Iter 41060, task chunking, loss 0.13719089329242706
Iter 41070, task chunking, loss 0.11668038368225098
Iter 41080, task chunking, loss 0.14331600069999695
Iter 41090, task chunking, loss 0.13081350922584534
Iter 41100, task chunking, loss 0.13237914443016052
Iter 41110, task chunking, loss 0.12118073552846909
Iter 41120, task chunking, loss 0.1321307122707367
Iter 41130, task chunking, loss 0.1437888890504837
Iter 41140, task chunking, loss 0.15501254796981812
Iter 41150, task chunking, loss 0.12984542548656464
Iter 41160, task chunking, loss 0.13546571135520935
Iter 41170, task chunking, loss 0.13808771967887878
Iter 41180, task chunking, loss 0.13030564785003662
Iter 41190, task chunking, loss 0.12151382118463516
Iter 41200, task chunking, loss 0.12722137570381165
Iter 41210, task chunking, loss 0.15719029307365417
Iter 41220, task chunking, loss 0.13799366354942322
Iter 41230, task chunking, loss 0.1247432678937912
Iter 41240, task chunking, loss 0.13064338266849518
Iter 41250, task chunking, loss 0.12843957543373108
Iter 41260, task chunking, loss 0.1277972012758255
Iter 41270, task chunking, loss 0.12542319297790527
Iter 41280, task chunking, loss 0.13990184664726257
Iter 41290, task chunking, loss 0.1341492235660553
Iter 41300, task chunking, loss 0.15528157353401184
Iter 41310, task chunking, loss 0.13857124745845795
Iter 41320, task chunking, loss 0.13833823800086975
Iter 41330, task chunking, loss 0.1328328400850296
Iter 41340, task chunking, loss 0.1476515233516693
Iter 41350, task chunking, loss 0.14332135021686554
Iter 41360, task chunking, loss 0.14551611244678497
Iter 41370, task chunking, loss 0.12989982962608337
Iter 41380, task chunking, loss 0.13066366314888
Iter 41390, task chunking, loss 0.14329233765602112
Iter 41400, task chunking, loss 0.12254569679498672
Iter 41410, task chunking, loss 0.14496305584907532
Iter 41420, task chunking, loss 0.12477944791316986
Iter 41430, task chunking, loss 0.1329381763935089
Iter 41440, task chunking, loss 0.13123294711112976
Iter 41450, task chunking, loss 0.1293582320213318
Iter 41460, task chunking, loss 0.13322456181049347
Iter 41470, task chunking, loss 0.13343049585819244
Iter 41480, task chunking, loss 0.12779061496257782
Iter 41490, task chunking, loss 0.1251896321773529
Iter 41500, task chunking, loss 0.128318652510643
Iter 41510, task chunking, loss 0.14879021048545837
Iter 41520, task chunking, loss 0.1245761513710022
Iter 41530, task chunking, loss 0.13212542235851288
Iter 41540, task chunking, loss 0.13313791155815125
Iter 41550, task chunking, loss 0.13888724148273468
Iter 41560, task chunking, loss 0.1372796595096588
Iter 41570, task chunking, loss 0.13369295001029968
Iter 41580, task chunking, loss 0.1421697586774826
Iter 41590, task chunking, loss 0.131648451089859
Iter 41600, task chunking, loss 0.13707320392131805
Iter 41610, task chunking, loss 0.13367965817451477
Iter 41620, task chunking, loss 0.12915769219398499
Iter 41630, task chunking, loss 0.12738493084907532
Iter 41640, task chunking, loss 0.12764832377433777
Iter 41650, task chunking, loss 0.12824571132659912
Iter 41660, task chunking, loss 0.13285155594348907
Iter 41670, task chunking, loss 0.1302018165588379
Iter 41680, task chunking, loss 0.1369292289018631
Iter 41690, task chunking, loss 0.13994035124778748
Iter 41700, task chunking, loss 0.1290629357099533
Iter 41710, task chunking, loss 0.13697001338005066
Iter 41720, task chunking, loss 0.13823290169239044
Iter 41730, task chunking, loss 0.1284814327955246
Iter 41740, task chunking, loss 0.1355239450931549
Iter 41750, task chunking, loss 0.1452392041683197
Iter 41760, task chunking, loss 0.13681870698928833
Iter 41770, task chunking, loss 0.14038154482841492
Iter 41780, task chunking, loss 0.11627558618783951
Iter 41790, task chunking, loss 0.12591026723384857
Iter 41800, task chunking, loss 0.14590561389923096
Iter 41810, task chunking, loss 0.15159396827220917
Iter 41820, task chunking, loss 0.12348610162734985
Iter 41830, task chunking, loss 0.12703576683998108
Iter 41840, task chunking, loss 0.14460687339305878
Iter 41850, task chunking, loss 0.1371031105518341
Iter 41860, task chunking, loss 0.13279856741428375
Iter 41870, task chunking, loss 0.13459043204784393
Iter 41880, task chunking, loss 0.12199608236551285
Iter 41890, task chunking, loss 0.11886737495660782
Iter 41900, task chunking, loss 0.1281755566596985
Iter 41910, task chunking, loss 0.13506440818309784
Iter 41920, task chunking, loss 0.1284412294626236
Iter 41930, task chunking, loss 0.13716861605644226
Iter 41940, task chunking, loss 0.11931660026311874
Iter 41950, task chunking, loss 0.12103593349456787
Iter 41960, task chunking, loss 0.13557833433151245
Iter 41970, task chunking, loss 0.1397128850221634
Iter 41980, task chunking, loss 0.13906285166740417
Iter 41990, task chunking, loss 0.13192591071128845
Iter 42000, task chunking, loss 0.12881067395210266
Iter 42010, task chunking, loss 0.12970343232154846
Iter 42020, task chunking, loss 0.12368275225162506
Iter 42030, task chunking, loss 0.12418632209300995
Iter 42040, task chunking, loss 0.1356806457042694
Iter 42050, task chunking, loss 0.12586116790771484
Iter 42060, task chunking, loss 0.1122673898935318
Iter 42070, task chunking, loss 0.14064331352710724
Iter 42080, task chunking, loss 0.1312759667634964
Iter 42090, task chunking, loss 0.12285631895065308
Iter 42100, task chunking, loss 0.13246117532253265
Iter 42110, task chunking, loss 0.1389155387878418
Iter 42120, task chunking, loss 0.13484182953834534
Iter 42130, task chunking, loss 0.13329702615737915
Iter 42140, task chunking, loss 0.13517382740974426
Iter 42150, task chunking, loss 0.13464435935020447
Iter 42160, task chunking, loss 0.13934890925884247
Iter 42170, task chunking, loss 0.12773734331130981
Iter 42180, task chunking, loss 0.12837523221969604
Iter 42190, task chunking, loss 0.1442508101463318
Iter 42200, task chunking, loss 0.1324126273393631
Iter 42210, task chunking, loss 0.13818325102329254
Iter 42220, task chunking, loss 0.12591417133808136
Iter 42230, task chunking, loss 0.12014250457286835
Iter 42240, task chunking, loss 0.12429942935705185
Iter 42250, task chunking, loss 0.1285238265991211
Iter 42260, task chunking, loss 0.13258400559425354
Iter 42270, task chunking, loss 0.1329893320798874
Iter 42280, task chunking, loss 0.13436029851436615
Iter 42290, task chunking, loss 0.14425009489059448
Iter 42300, task chunking, loss 0.127573624253273
Iter 42310, task chunking, loss 0.12417477369308472
Iter 42320, task chunking, loss 0.12583491206169128
Iter 42330, task chunking, loss 0.13373024761676788
Iter 42340, task chunking, loss 0.12303467094898224
Iter 42350, task chunking, loss 0.13604088127613068
Iter 42360, task chunking, loss 0.13371619582176208
Iter 42370, task chunking, loss 0.11905413866043091
Iter 42380, task chunking, loss 0.12403376400470734
Iter 42390, task chunking, loss 0.12450853735208511
Iter 42400, task chunking, loss 0.1403387486934662
Iter 42410, task chunking, loss 0.14239230751991272
Iter 42420, task chunking, loss 0.13077525794506073
Iter 42430, task chunking, loss 0.13706035912036896
Iter 42440, task chunking, loss 0.13566750288009644
Iter 42450, task chunking, loss 0.13840918242931366
Iter 42460, task chunking, loss 0.11092805862426758
Iter 42470, task chunking, loss 0.12466053664684296
Iter 42480, task chunking, loss 0.13252508640289307
Iter 42490, task chunking, loss 0.13464607298374176
Iter 42500, task chunking, loss 0.12239392846822739
Iter 42510, task chunking, loss 0.12737035751342773
Iter 42520, task chunking, loss 0.126885324716568
Iter 42530, task chunking, loss 0.14687292277812958
Iter 42540, task chunking, loss 0.13051512837409973
Iter 42550, task chunking, loss 0.131107896566391
Iter 42560, task chunking, loss 0.13178423047065735
Iter 42570, task chunking, loss 0.13430848717689514
Iter 42580, task chunking, loss 0.1295263022184372
Iter 42590, task chunking, loss 0.11704804748296738
Iter 42600, task chunking, loss 0.129531592130661
Iter 42610, task chunking, loss 0.12711134552955627
Iter 42620, task chunking, loss 0.1310003250837326
Iter 42630, task chunking, loss 0.1352708637714386
Iter 42640, task chunking, loss 0.12545354664325714
Iter 42650, task chunking, loss 0.12874840199947357
Iter 42660, task chunking, loss 0.13823142647743225
Iter 42670, task chunking, loss 0.12466125190258026
Iter 42680, task chunking, loss 0.12323248386383057
Iter 42690, task chunking, loss 0.1235862597823143
Iter 42700, task chunking, loss 0.1225336343050003
Iter 42710, task chunking, loss 0.12310612201690674
Iter 42720, task chunking, loss 0.1343459039926529
Iter 42730, task chunking, loss 0.13342294096946716
Iter 42740, task chunking, loss 0.1372392624616623
Iter 42750, task chunking, loss 0.12612617015838623
Iter 42760, task chunking, loss 0.1453361064195633
Iter 42770, task chunking, loss 0.12094146013259888
Iter 42780, task chunking, loss 0.13652637600898743
Iter 42790, task chunking, loss 0.14656880497932434
Iter 42800, task chunking, loss 0.12353771924972534
Iter 42810, task chunking, loss 0.12088358402252197
Iter 42820, task chunking, loss 0.13986091315746307
Iter 42830, task chunking, loss 0.13405753672122955
Iter 42840, task chunking, loss 0.13491639494895935
Iter 42850, task chunking, loss 0.12437610328197479
Iter 42860, task chunking, loss 0.13058803975582123
Iter 42870, task chunking, loss 0.13368037343025208
Iter 42880, task chunking, loss 0.130186066031456
Iter 42890, task chunking, loss 0.12310679256916046
Iter 42900, task chunking, loss 0.12847882509231567
Iter 42910, task chunking, loss 0.13115409016609192
Iter 42920, task chunking, loss 0.11475148051977158
Iter 42930, task chunking, loss 0.1395711898803711
Iter 42940, task chunking, loss 0.145273819565773
Iter 42950, task chunking, loss 0.13149681687355042
Iter 42960, task chunking, loss 0.13003981113433838
Iter 42970, task chunking, loss 0.12500348687171936
Iter 42980, task chunking, loss 0.12306265532970428
Iter 42990, task chunking, loss 0.11915624141693115
Iter 43000, task chunking, loss 0.11974988877773285
Iter 43010, task chunking, loss 0.12644650042057037
Iter 43020, task chunking, loss 0.13276097178459167
Iter 43030, task chunking, loss 0.13085328042507172
Iter 43040, task chunking, loss 0.12164236605167389
Iter 43050, task chunking, loss 0.13132329285144806
Iter 43060, task chunking, loss 0.12889668345451355
Iter 43070, task chunking, loss 0.13242031633853912
Iter 43080, task chunking, loss 0.12742257118225098
Iter 43090, task chunking, loss 0.12441515922546387
Iter 43100, task chunking, loss 0.1202654242515564
Iter 43110, task chunking, loss 0.12401344627141953
Iter 43120, task chunking, loss 0.13875465095043182
Iter 43130, task chunking, loss 0.1291065812110901
Iter 43140, task chunking, loss 0.1281488835811615
Iter 43150, task chunking, loss 0.12651607394218445
Iter 43160, task chunking, loss 0.12330645322799683
Iter 43170, task chunking, loss 0.13937748968601227
Iter 43180, task chunking, loss 0.13660359382629395
Iter 43190, task chunking, loss 0.12792567908763885
Iter 43200, task chunking, loss 0.11278854310512543
Iter 43210, task chunking, loss 0.11615365743637085
Iter 43220, task chunking, loss 0.12533369660377502
Iter 43230, task chunking, loss 0.12385819107294083
Iter 43240, task chunking, loss 0.1288207322359085
Iter 43250, task chunking, loss 0.13987033069133759
Iter 43260, task chunking, loss 0.11404292285442352
Iter 43270, task chunking, loss 0.11846186965703964
Iter 43280, task chunking, loss 0.12959203124046326
Iter 43290, task chunking, loss 0.1444459855556488
Iter 43300, task chunking, loss 0.11902632564306259
Iter 43310, task chunking, loss 0.11178030073642731
Iter 43320, task chunking, loss 0.11411700397729874
Iter 43330, task chunking, loss 0.12995712459087372
Iter 43340, task chunking, loss 0.1292971670627594
Iter 43350, task chunking, loss 0.13518887758255005
Iter 43360, task chunking, loss 0.12218105792999268
Iter 43370, task chunking, loss 0.13503926992416382
Iter 43380, task chunking, loss 0.13663119077682495
Iter 43390, task chunking, loss 0.13003477454185486
Iter 43400, task chunking, loss 0.13378329575061798
Iter 43410, task chunking, loss 0.12420369684696198
Iter 43420, task chunking, loss 0.11695931106805801
Iter 43430, task chunking, loss 0.12921008467674255
Iter 43440, task chunking, loss 0.12525781989097595
Iter 43450, task chunking, loss 0.11667820066213608
Iter 43460, task chunking, loss 0.11628542840480804
Iter 43470, task chunking, loss 0.1361604928970337
Iter 43480, task chunking, loss 0.14117391407489777
Iter 43490, task chunking, loss 0.1279318779706955
Iter 43500, task chunking, loss 0.13036690652370453
Iter 43510, task chunking, loss 0.1324603259563446
Iter 43520, task chunking, loss 0.11798529326915741
Iter 43530, task chunking, loss 0.11495639383792877
Iter 43540, task chunking, loss 0.12957918643951416
Iter 43550, task chunking, loss 0.13882698118686676
Iter 43560, task chunking, loss 0.11971767246723175
Iter 43570, task chunking, loss 0.13773944973945618
Iter 43580, task chunking, loss 0.13291600346565247
Iter 43590, task chunking, loss 0.13058239221572876
Iter 43600, task chunking, loss 0.1277391016483307
Iter 43610, task chunking, loss 0.1396419256925583
Iter 43620, task chunking, loss 0.1274271309375763
Iter 43630, task chunking, loss 0.13348622620105743
Iter 43640, task chunking, loss 0.11300569772720337
Iter 43650, task chunking, loss 0.13212987780570984
Iter 43660, task chunking, loss 0.13416390120983124
Iter 43670, task chunking, loss 0.12220965325832367
Iter 43680, task chunking, loss 0.11848621070384979
Iter 43690, task chunking, loss 0.12606635689735413
Iter 43700, task chunking, loss 0.13749749958515167
Iter 43710, task chunking, loss 0.12583217024803162
Iter 43720, task chunking, loss 0.13736091554164886
Iter 43730, task chunking, loss 0.1298665851354599
Iter 43740, task chunking, loss 0.1159621849656105
Iter 43750, task chunking, loss 0.11161188036203384
Iter 43760, task chunking, loss 0.12302039563655853
Iter 43770, task chunking, loss 0.1223093718290329
Iter 43780, task chunking, loss 0.12940140068531036
Iter 43790, task chunking, loss 0.11415841430425644
Iter 43800, task chunking, loss 0.12050594389438629
Iter 43810, task chunking, loss 0.1282622367143631
Iter 43820, task chunking, loss 0.12544682621955872
Iter 43830, task chunking, loss 0.12567761540412903
Iter 43840, task chunking, loss 0.14855220913887024
Iter 43850, task chunking, loss 0.12444337457418442
Iter 43860, task chunking, loss 0.12304706871509552
Iter 43870, task chunking, loss 0.1424589455127716
Iter 43880, task chunking, loss 0.11894054710865021
Iter 43890, task chunking, loss 0.14156773686408997
Iter 43900, task chunking, loss 0.12437079101800919
Iter 43910, task chunking, loss 0.12580053508281708
Iter 43920, task chunking, loss 0.1331215798854828
Iter 43930, task chunking, loss 0.12143995612859726
Iter 43940, task chunking, loss 0.1329232007265091
Iter 43950, task chunking, loss 0.1354798972606659
Iter 43960, task chunking, loss 0.13157303631305695
Iter 43970, task chunking, loss 0.1257159411907196
Iter 43980, task chunking, loss 0.13601535558700562
Iter 43990, task chunking, loss 0.11985437572002411
Iter 44000, task chunking, loss 0.12432289123535156
Iter 44010, task chunking, loss 0.13127964735031128
Iter 44020, task chunking, loss 0.11685057729482651
Iter 44030, task chunking, loss 0.1290457844734192
Iter 44040, task chunking, loss 0.14313605427742004
Iter 44050, task chunking, loss 0.1282319724559784
Iter 44060, task chunking, loss 0.1330413818359375
Iter 44070, task chunking, loss 0.12125444412231445
Iter 44080, task chunking, loss 0.13026784360408783
Iter 44090, task chunking, loss 0.13408991694450378
Iter 44100, task chunking, loss 0.12395129352807999
Iter 44110, task chunking, loss 0.1383877694606781
Iter 44120, task chunking, loss 0.13334114849567413
Iter 44130, task chunking, loss 0.12433531135320663
Iter 44140, task chunking, loss 0.12607555091381073
Iter 44150, task chunking, loss 0.11406373977661133
Iter 44160, task chunking, loss 0.11508671194314957
Iter 44170, task chunking, loss 0.12203802168369293
Iter 44180, task chunking, loss 0.1309593915939331
Iter 44190, task chunking, loss 0.13035887479782104
Iter 44200, task chunking, loss 0.12538915872573853
Iter 44210, task chunking, loss 0.11361265182495117
Iter 44220, task chunking, loss 0.13598357141017914
Iter 44230, task chunking, loss 0.12147650867700577
Iter 44240, task chunking, loss 0.11753596365451813
Iter 44250, task chunking, loss 0.11474408954381943
Iter 44260, task chunking, loss 0.12629680335521698
Iter 44270, task chunking, loss 0.1347157210111618
Iter 44280, task chunking, loss 0.10800610482692719
Iter 44290, task chunking, loss 0.14086779952049255
Iter 44300, task chunking, loss 0.12203873693943024
Iter 44310, task chunking, loss 0.11854968219995499
Iter 44320, task chunking, loss 0.11872100830078125
Iter 44330, task chunking, loss 0.12716001272201538
Iter 44340, task chunking, loss 0.12892001867294312
Iter 44350, task chunking, loss 0.11195550113916397
Iter 44360, task chunking, loss 0.10901027917861938
Iter 44370, task chunking, loss 0.13861647248268127
Iter 44380, task chunking, loss 0.1366080343723297
Iter 44390, task chunking, loss 0.11810582876205444
Iter 44400, task chunking, loss 0.14149269461631775
Iter 44410, task chunking, loss 0.12079218775033951
Iter 44420, task chunking, loss 0.1271289587020874
Iter 44430, task chunking, loss 0.12944623827934265
Iter 44440, task chunking, loss 0.11775179207324982
Iter 44450, task chunking, loss 0.1319442093372345
Iter 44460, task chunking, loss 0.11856546252965927
Iter 44470, task chunking, loss 0.12766149640083313
Iter 44480, task chunking, loss 0.12604685127735138
Iter 44490, task chunking, loss 0.1209038645029068
Iter 44500, task chunking, loss 0.1257205307483673
Iter 44510, task chunking, loss 0.1340133100748062
Iter 44520, task chunking, loss 0.12256412208080292
Iter 44530, task chunking, loss 0.1436784863471985
Iter 44540, task chunking, loss 0.1355789750814438
Iter 44550, task chunking, loss 0.1387632191181183
Iter 44560, task chunking, loss 0.12323834747076035
Iter 44570, task chunking, loss 0.11486078798770905
Iter 44580, task chunking, loss 0.11902891099452972
Iter 44590, task chunking, loss 0.12751653790473938
Iter 44600, task chunking, loss 0.11737342178821564
Iter 44610, task chunking, loss 0.12156987190246582
Iter 44620, task chunking, loss 0.11220918595790863
Iter 44630, task chunking, loss 0.13679654896259308
Iter 44640, task chunking, loss 0.12754662334918976
Iter 44650, task chunking, loss 0.1309242844581604
Iter 44660, task chunking, loss 0.1277029663324356
Iter 44670, task chunking, loss 0.13491497933864594
Iter 44680, task chunking, loss 0.13486358523368835
Iter 44690, task chunking, loss 0.133761927485466
Iter 44700, task chunking, loss 0.11887538433074951
Iter 44710, task chunking, loss 0.1376098096370697
Iter 44720, task chunking, loss 0.12346018850803375
Iter 44730, task chunking, loss 0.13820034265518188
Iter 44740, task chunking, loss 0.1337699443101883
Iter 44750, task chunking, loss 0.12216629832983017
Iter 44760, task chunking, loss 0.13640370965003967
Iter 44770, task chunking, loss 0.1271776556968689
Iter 44780, task chunking, loss 0.12277296930551529
Iter 44790, task chunking, loss 0.1160278469324112
Iter 44800, task chunking, loss 0.11167192459106445
Iter 44810, task chunking, loss 0.13977885246276855
Iter 44820, task chunking, loss 0.1290145218372345
Iter 44830, task chunking, loss 0.12481965869665146
Iter 44840, task chunking, loss 0.12731178104877472
Iter 44850, task chunking, loss 0.11949819326400757
Iter 44860, task chunking, loss 0.13007161021232605
Iter 44870, task chunking, loss 0.11416976153850555
Iter 44880, task chunking, loss 0.11762027442455292
Iter 44890, task chunking, loss 0.13021208345890045
Iter 44900, task chunking, loss 0.1280992031097412
Iter 44910, task chunking, loss 0.11404380947351456
Iter 44920, task chunking, loss 0.11967794597148895
Iter 44930, task chunking, loss 0.12308891117572784
Iter 44940, task chunking, loss 0.1265697032213211
Iter 44950, task chunking, loss 0.12382980436086655
Iter 44960, task chunking, loss 0.1145113930106163
Iter 44970, task chunking, loss 0.11689916998147964
Iter 44980, task chunking, loss 0.12347376346588135
Iter 44990, task chunking, loss 0.11972419172525406
Iter 45000, task chunking, loss 0.1242779940366745
Iter 45010, task chunking, loss 0.13062503933906555
Iter 45020, task chunking, loss 0.12341956049203873
Iter 45030, task chunking, loss 0.11838404834270477
Iter 45040, task chunking, loss 0.11923861503601074
Iter 45050, task chunking, loss 0.10815958678722382
Iter 45060, task chunking, loss 0.12105236947536469
Iter 45070, task chunking, loss 0.14068803191184998
Iter 45080, task chunking, loss 0.1189122423529625
Iter 45090, task chunking, loss 0.11685416847467422
Iter 45100, task chunking, loss 0.13708457350730896
Iter 45110, task chunking, loss 0.12316228449344635
Iter 45120, task chunking, loss 0.13191881775856018
Iter 45130, task chunking, loss 0.13705958425998688
Iter 45140, task chunking, loss 0.12950679659843445
